SPECI;SPECI_name;AphiaID;WoRMS_name;AphiaID_accepted;WoRMS_accepted_name;MSTS_use
Limnocalanus macrurus macrurus;Limnocalanus macrurus macrurus;487770;Limnocalanus macrurus macrurus;487770;Limnocalanus macrurus macrurus;1
Mertensia ovum;Mertensia ovum;106377;Mertensia ovum;106377;Mertensia ovum;0
Crangon;Crangon;107007;Crangon;107007;Crangon;0
Ctenophora;Ctenophora;1248;Ctenophora;1248;Ctenophora;0
Bythotrephes cederstroemii;Bythotrephes cederstroemii;594758;Bythotrephes cederstroemii;412863;Bythotrephes longimanus;0
Podon polyphemoides;Podon polyphemoides;159919;Podon polyphemoides;247981;Pleopis polyphemoides;1
Polyarthra dolichoptera;Polyarthra dolichoptera;135042;Polyarthra dolichoptera;135042;Polyarthra dolichoptera;1
Chironomidae;Chironomidae;118100;Chironomidae;118100;Chironomidae;0
Daphnia cucullata;Daphnia cucullata;148371;Daphnia cucullata;148371;Daphnia cucullata;1
Bythotrephes longimanus;Bythotrephes longimanus;412863;Bythotrephes longimanus;412863;Bythotrephes longimanus;0
Polyphemus pediculus;Polyphemus pediculus;409915;Polyphemus pediculus;409915;Polyphemus pediculus;0
Ascomorpha ecaudis;Ascomorpha ecaudis;369181;Ascomorpha ecaudis;369181;Ascomorpha ecaudis;1
Brachionus angularis;Brachionus angularis;134979;Brachionus angularis;134979;Brachionus angularis;1
Cladocera;Cladocera;1076;Cladocera;155670;Diplostraca;0
Eubosmina coregoni;Eubosmina coregoni;594773;Eubosmina coregoni;106271;Bosmina (Eubosmina) coregoni;1
Polyarthra;Polyarthra;134957;Polyarthra;134957;Polyarthra;1
Rotaria;Rotaria;134927;Rotaria;134927;Rotaria;1
Rotaria rotatoria;Rotaria rotatoria;431954;Rotaria rotatoria;431954;Rotaria rotatoria;1
Trichocerca;Trichocerca;134959;Trichocerca;134959;Trichocerca;1
1080;Copepoda;1080;Copepoda;1080;Copepoda;1
106215;Balanus crenatus;106215;Balanus crenatus;106215;Balanus crenatus;0
106485;Oithona;106485;Oithona;106485;Oithona;1
883;Polychaeta;883;Polychaeta;883;Polychaeta;0
22496;Nereididae;22496;Nereididae;22496;Nereididae;0
345943;Acartia (Acanthacartia) tonsa;345943;Acartia (Acanthacartia) tonsa;345943;Acartia (Acanthacartia) tonsa;1
104464;Calanus finmarchicus;104464;Calanus finmarchicus;104464;Calanus finmarchicus;1
1076;Cladocera;1076;Cladocera;155670;Diplostraca;0
574582;Philine quadripartita;574582;Philine quadripartita;574582;Philine quadripartita;0
131141;Polydora ciliata;131141;Polydora ciliata;131141;Polydora ciliata;0
1248;Ctenophora;1248;Ctenophora;1248;Ctenophora;0
104190;Metridia;104190;Metridia;104190;Metridia;1
111351;Conopeum reticulum;111351;Conopeum reticulum;111351;Conopeum reticulum;0
110708;Thysanoessa inermis;110708;Thysanoessa inermis;110708;Thysanoessa inermis;0
106642;Oithona atlantica;106642;Oithona atlantica;106642;Oithona atlantica;1
131117;Dipolydora coeca;131117;Dipolydora coeca;131117;Dipolydora coeca;0
123080;Asteroidea;123080;Asteroidea;123080;Asteroidea;0
134969;Filinia longiseta;134969;Filinia longiseta;134969;Filinia longiseta;1
103488;Ciona;103488;Ciona;103488;Ciona;0
129623;Scolelepis;129623;Scolelepis;129623;Scolelepis;0
129672;Procerastea;129672;Procerastea;129672;Procerastea;0
124319;Psammechinus miliaris;124319;Psammechinus miliaris;124319;Psammechinus miliaris;0
104878;Temora longicornis;104878;Temora longicornis;104878;Temora longicornis;1
106273;Evadne nordmanni;106273;Evadne nordmanni;106273;Evadne nordmanni;1
11676;Pisces;11676;Pisces;11676;Pisces;0
101;Gastropoda;101;Gastropoda;101;Gastropoda;0
106269;Podon;106269;Podon;106269;Podon;1
183533;Tintinnidae;183533;Tintinnidae;183533;Tintinnidae;0
106257;Verruca stroemia;106257;Verruca stroemia;106257;Verruca stroemia;0
104466;Calanus helgolandicus;104466;Calanus helgolandicus;104466;Calanus helgolandicus;1
134991;Keratella cruciformis;134991;Keratella cruciformis;134991;Keratella cruciformis;1
104513;Microcalanus pygmaeus;104513;Microcalanus pygmaeus;104513;Microcalanus pygmaeus;1
1484;Halacaridae;1484;Halacaridae;1484;Halacaridae;0
107345;Macropodia rostrata;107345;Macropodia rostrata;107345;Macropodia rostrata;0
134990;Keratella cochlearis;134990;Keratella cochlearis;134990;Keratella cochlearis;1
931;Phyllodocidae;931;Phyllodocidae;931;Phyllodocidae;0
234063;Diaphanosoma brachyurum;234063;Diaphanosoma brachyurum;234063;Diaphanosoma brachyurum;1
131568;Tomopteris septentrionalis;131568;Tomopteris septentrionalis;131568;Tomopteris septentrionalis;0
152231;Autolytinae;152231;Autolytinae;152231;Autolytinae;0
124913;Ophiura albida;124913;Ophiura albida;124913;Ophiura albida;0
135053;Synchaeta grimpei;135053;Synchaeta grimpei;135053;Synchaeta grimpei;1
913;Spionidae;913;Spionidae;913;Spionidae;0
104165;Pseudocalanus;104165;Pseudocalanus;104165;Pseudocalanus;1
745865;Paracalanus parvus parvus;745865;Paracalanus parvus parvus;745865;Paracalanus parvus parvus;1
882;Annelida;882;Annelida;882;Annelida;0
103407;Oikopleura (Vexillaria) dioica;103407;Oikopleura (Vexillaria) dioica;103407;Oikopleura (Vexillaria) dioica;1
794;Turbellaria;794;Turbellaria;0;;0
146142;Bryozoa;146142;Bryozoa;146142;Bryozoa;0
107552;Crangon crangon;107552;Crangon crangon;107552;Crangon crangon;0
105410;Sagitta;105410;Sagitta;105410;Sagitta;0
117034;Obelia;117034;Obelia;117034;Obelia;0
104872;Eurytemora affinis;104872;Eurytemora affinis;1416974;Eurytemora affinis affinis;1
345919;Acartia (Acanthacartia) bifilosa;345919;Acartia (Acanthacartia) bifilosa;345919;Acartia (Acanthacartia) bifilosa;1
129614;Malacoceros;129614;Malacoceros;129614;Malacoceros;0
135306;Aurelia aurita;135306;Aurelia aurita;135306;Aurelia aurita;0
131159;Prionospio malmgreni;131159;Prionospio malmgreni;131159;Prionospio malmgreni;0
125988;Gobius;125988;Gobius;125988;Gobius;0
104474;Candacia armata;104474;Candacia armata;104474;Candacia armata;1
107381;Carcinus maenas;107381;Carcinus maenas;107381;Carcinus maenas;0
111411;Membranipora membranacea;111411;Membranipora membranacea;111411;Membranipora membranacea;0
106122;Balanus;106122;Balanus;106122;Balanus;0
14260;Rotifera;14260;Rotifera;14260;Rotifera;1
129437;Pectinaria;129437;Pectinaria;129437;Pectinaria;0
104196;Paracalanus;104196;Paracalanus;104196;Paracalanus;1
104517;Pseudocalanus minutus;104517;Pseudocalanus minutus;104517;Pseudocalanus minutus;1
11;Ciliophora;11;Ciliophora;11;Ciliophora;0
134982;Brachionus plicatilis;134982;Brachionus plicatilis;134982;Brachionus plicatilis;1
104240;Eurytemora;104240;Eurytemora;104240;Eurytemora;1
106437;Cyclopina;106437;Cyclopina;106437;Cyclopina;1
104499;Centropages typicus;104499;Centropages typicus;104499;Centropages typicus;1
103375;Fritillaria borealis;103375;Fritillaria borealis;103375;Fritillaria borealis;1
115351;Tigriopus;115351;Tigriopus;115351;Tigriopus;1
106210;Semibalanus balanoides;106210;Semibalanus balanoides;106210;Semibalanus balanoides;0
419295;Notholca bipalium;419295;Notholca bipalium;419295;Notholca bipalium;1
104515;Pseudocalanus elongatus;104515;Pseudocalanus elongatus;104515;Pseudocalanus elongatus;1
111352;Conopeum seurati;111352;Conopeum seurati;111352;Conopeum seurati;0
111354;Electra monostachys;111354;Electra monostachys;111354;Electra monostachys;0
151628;Peringia ulvae;151628;Peringia ulvae;151628;Peringia ulvae;0
134958;Synchaeta;134958;Synchaeta;134958;Synchaeta;1
106656;Oithona similis;106656;Oithona similis;106656;Oithona similis;1
1101;Cyclopoida;1101;Cyclopoida;1101;Cyclopoida;1
117070;Sarsia;117070;Sarsia;117070;Sarsia;0
150922;Nematocera;150922;Nematocera;150922;Nematocera;0
247981;Pleopis polyphaemoides;247981;Pleopis polyphemoides;247981;Pleopis polyphemoides;1
130749;Gattyana cirrhosa;130749;Gattyana cirrhosa;130749;Gattyana cirrhosa;0
140480;Mytilus edulis;140480;Mytilus edulis;140480;Mytilus edulis;0
106277;Podon leuckartii;106277;Podon leuckartii;106277;Podon leuckartii;1
106926;Macropipus;106926;Macropipus;106926;Macropipus;0
140262;Littorina littorea;140262;Littorina littorea;140262;Littorina littorea;0
1066;Crustacea;1066;Crustacea;1066;Crustacea;0
131143;Polydora cornuta;131143;Polydora cornuta;131143;Polydora cornuta;0
234850;Alitta succinea;234850;Alitta succinea;234850;Alitta succinea;0
104159;Centropages;104159;Centropages;104159;Centropages;1
106274;Evadne spinifera;106274;Evadne spinifera;106274;Evadne spinifera;1
134996;Notholca acuminata;134996;Notholca acuminata;134996;Notholca acuminata;1
123082;Echinoidea;123082;Echinoidea;123082;Echinoidea;0
134805;Sacculina carcini;134805;Sacculina carcini;134805;Sacculina carcini;0
1806;Echinodermata;1806;Echinodermata;1806;Echinodermata;0
130356;Nephtys ciliata;130356;Nephtys ciliata;130356;Nephtys ciliata;0
117345;Lizzia blondina;117345;Lizzia blondina;117345;Lizzia blondina;0
127139;Limanda limanda;127139;Limanda limanda;127139;Limanda limanda;0
467577;Einhornia crustulenta;467577;Einhornia crustulenta;467577;Einhornia crustulenta;0
115403;Longipedia;115403;Longipedia;115403;Longipedia;1
346037;Acartia (Acartiura) longiremis;346037;Acartia (Acartiura) longiremis;346037;Acartia (Acartiura) longiremis;1
105;Bivalvia;105;Bivalvia;105;Bivalvia;0
799;Nematoda;799;Nematoda;799;Nematoda;0
129619;Polydora;129619;Polydora;129619;Polydora;0
939;Polynoidae;939;Polynoidae;939;Polynoidae;0
135069;Trichocerca marina;135069;Trichocerca marina;135069;Trichocerca marina;1
1267;Cnidaria;1267;Cnidaria;1267;Cnidaria;0
334506;Phyllodoce groenlandica;334506;Phyllodoce groenlandica;334506;Phyllodoce groenlandica;0
130185;Nereimyra punctata;130185;Nereimyra punctata;130185;Nereimyra punctata;0
106271;Bosmina (Eubosmina) coregoni;106271;Bosmina (Eubosmina) coregoni;106271;Bosmina (Eubosmina) coregoni;1
107032;Palaemon;107032;Palaemon;107032;Palaemon;0
105440;Parasagitta elegans;105440;Parasagitta elegans;105440;Parasagitta elegans;0
119780;Monstrilla;119780;Monstrilla;119780;Monstrilla;1
104906;Branchiostoma lanceolatum;104906;Branchiostoma lanceolatum;104906;Branchiostoma lanceolatum;0
130404;Nereis pelagica;130404;Nereis pelagica;130404;Nereis pelagica;0
134999;Notholca striata;134999;Notholca striata;134999;Notholca striata;1
1078;Ostracoda;1078;Ostracoda;1078;Ostracoda;0
104496;Centropages hamatus;104496;Centropages hamatus;104496;Centropages hamatus;1
149755;Acartia (Acartiura) clausi;149755;Acartia (Acartiura) clausi;149755;Acartia (Acartiura) clausi;1
421139;Amphibalanus improvisus;421139;Amphibalanus improvisus;421139;Amphibalanus improvisus;0
104108;Acartia;104108;Acartia;104108;Acartia;1
105443;Parasagitta setosa;105443;Parasagitta setosa;105443;Parasagitta setosa;0
106272;Penilia avirostris;106272;Penilia avirostris;106272;Penilia avirostris;1
107276;Cancer pagurus;107276;Cancer pagurus;107276;Cancer pagurus;0
130801;Lepidonotus squamatus;130801;Lepidonotus squamatus;130801;Lepidonotus squamatus;0
155727;Bopyroidea;155727;Bopyroidea;155727;Bopyroidea;0
106213;Balanus balanus;106213;Balanus balanus;106213;Balanus balanus;0
128690;Oncaea;128690;Oncaea;128690;Oncaea;1
1839;Ascidiacea;1839;Ascidiacea;1839;Ascidiacea;0
134959;Trichocerca;134959;Trichocerca;134959;Trichocerca;1
234125;Acartia (Acartiura) discaudata;234125;Acartia (Acartiura) discaudata;234125;Acartia (Acartiura) discaudata;1
107018;Acanthephyra;107018;Acanthephyra;107018;Acanthephyra;0
104157;Candacia;104157;Candacia;104157;Candacia;1
129491;Harmothoe;129491;Harmothoe;129491;Harmothoe;0
128549;Phoronis muelleri;128549;Phoronis muelleri;128549;Phoronis muelleri;0
131170;Pygospio elegans;131170;Pygospio elegans;131170;Pygospio elegans;0
125131;Ophiothrix fragilis;125131;Ophiothrix fragilis;125131;Ophiothrix fragilis;0
125537;Gobiidae;125537;Gobiidae;125537;Gobiidae;0
104633;Metridia lucens;104633;Metridia lucens;850801;Metridia lucens lucens;1
104152;Calanus;104152;Calanus;104152;Calanus;1
107232;Pagurus bernhardus;107232;Pagurus bernhardus;107232;Pagurus bernhardus;0
1102;Harpacticoida;1102;Harpacticoida;1102;Harpacticoida;1
111355;Electra pilosa;111355;Electra pilosa;111355;Electra pilosa;0
106276;Podon intermedius;106276;Podon intermedius;106276;Podon intermedius;1
106267;Evadne;106267;Evadne;106267;Evadne;1
130616;Eteone longa;130616;Eteone longa;130616;Eteone longa;0
128805;Ditrichocorycaeus anglicus;128805;Ditrichocorycaeus anglicus;128805;Ditrichocorycaeus anglicus;1
123084;Ophiuroidea;123084;Ophiuroidea;123084;Ophiuroidea;0
126425;Sprattus sprattus;126425;Sprattus sprattus;126425;Sprattus sprattus;0
134979;Brachionus angularis;134979;Brachionus angularis;134979;Brachionus angularis;1
130770;Harmothoe impar;130770;Harmothoe impar;130770;Harmothoe impar;0
129625;Spio;129625;Spio;129625;Spio;0
106651;Oithona nana;106651;Oithona nana;106651;Oithona nana;1
117848;Rathkea octopunctata;117848;Rathkea octopunctata;117848;Rathkea octopunctata;0
130271;Magelona mirabilis;130271;Magelona mirabilis;130271;Magelona mirabilis;0
131576;Trochochaeta multisetosa;131576;Trochochaeta multisetosa;131576;Trochochaeta multisetosa;1
126928;Pomatoschistus minutus;126928;Pomatoschistus minutus;126928;Pomatoschistus minutus;0
134992;Keratella quadrata;134992;Keratella quadrata;134992;Keratella quadrata;1
104164;Microcalanus;104164;Microcalanus;104164;Microcalanus;1
129671;Proceraea;129671;Proceraea;129671;Proceraea;0
107613;Palaemon adspersus;107613;Palaemon adspersus;107613;Palaemon adspersus;0
Alona quadrangularis;Alona quadrangularis;247976;Alona quadrangularis;247976;Alona quadrangularis;1
Calanus finmarchicus;Calanus finmarchicus;104464;Calanus finmarchicus;104464;Calanus finmarchicus;1
Appendicularia;Appendicularia;146421;Appendicularia;146421;Appendicularia;1
Bosmina (Eubosmina) coregoni maritima;Bosmina (Eubosmina) coregoni maritima;106279;Bosmina (Eubosmina) coregoni maritima;106271;Bosmina (Eubosmina) coregoni;1
Diaptomus;Diaptomus;247924;Diaptomus;247924;Diaptomus;1
Filinia longiseta;Filinia longiseta;134969;Filinia longiseta;134969;Filinia longiseta;1
Macrocyclops;Macrocyclops;347439;Macrocyclops;347439;Macrocyclops;1
Notholca acuminata;Notholca acuminata;134996;Notholca acuminata;134996;Notholca acuminata;1
Trichocerca capucina;Trichocerca capucina;135068;Trichocerca capucina;135068;Trichocerca capucina;1
Actinopteri;Actinopteri;843664;Actinopteri;843664;Actinopteri;0
Helicostomella subulata;Helicostomella subulata;240437;Helicostomella subulata;240437;Helicostomella subulata;0
Limnocalanus macrurus;Limnocalanus macrurus;157674;Limnocalanus macrurus;487770;Limnocalanus macrurus macrurus;1
Neomysis integer;Neomysis integer;120136;Neomysis integer;120136;Neomysis integer;0
Podonidae;Podonidae;106264;Podonidae;106264;Podonidae;1
Tintinnopsis;Tintinnopsis;163780;Tintinnopsis;163780;Tintinnopsis;0
Tintinnopsis lobiancoi;Tintinnopsis lobiancoi;163919;Tintinnopsis lobiancoi;163919;Tintinnopsis lobiancoi;0
Zoothamnium;Zoothamnium;162403;Zoothamnium;162403;Zoothamnium;0
Keratella quadrata platei;Keratella quadrata platei;378585;Keratella quadrata platei;378585;Keratella quadrata platei;1
Eurytemora;Eurytemora;104240;Eurytemora;104240;Eurytemora;1
Mytilus trossulus;Mytilus trossulus;140482;Mytilus trossulus;140482;Mytilus trossulus;0
Pseudocalanus elongatus;Pseudocalanus elongatus;104515;Pseudocalanus elongatus;104515;Pseudocalanus elongatus;1
BYLGIDES SARSI;Bylgides sarsi;130735;Bylgides sarsi;130735;Bylgides sarsi;0
Mysis mixta;Mysis mixta;120113;Mysis mixta;120113;Mysis mixta;0
Sessilida;Sessilida;414711;Sessilida;414711;Sessilida;0
Ciliophora;Ciliophora;11;Ciliophora;11;Ciliophora;0
Palaemon elegans;Palaemon elegans;107614;Palaemon elegans;107614;Palaemon elegans;0
Bythotrephes;Bythotrephes;234087;Bythotrephes;234087;Bythotrephes;0
Keratella cruciformis eichwaldi;Keratella cruciformis eichwaldi;234065;Keratella cruciformis eichwaldi;148320;Keratella eichwaldi;1
Mysis;Mysis;119886;Mysis;119886;Mysis;0
Pontoporeia femorata;Pontoporeia femorata;103079;Pontoporeia femorata;103079;Pontoporeia femorata;0
Vorticella;Vorticella;163573;Vorticella;163573;Vorticella;0
Asplanchna;Asplanchna;134935;Asplanchna;134935;Asplanchna;1
Daphnia cristata cristata;Daphnia cristata cristata;378583;Daphnia cristata cristata;378583;Daphnia cristata cristata;1
Radiosperma corbiferum;Radiosperma corbiferum;626372;Radiosperma corbiferum;626372;Radiosperma corbiferum;0
Mysis relicta;Mysis relicta;120120;Mysis relicta;120120;Mysis relicta;0
Marenzelleria;Marenzelleria;129615;Marenzelleria;129615;Marenzelleria;0
Notholca caudata;Notholca caudata;889874;Notholca caudata;889874;Notholca caudata;1
Monoporeia affinis;Monoporeia affinis;103077;Monoporeia affinis;103077;Monoporeia affinis;0
Anopla;Anopla;1293;Anopla;146899;Nemertea incertae sedis;0
Keratella quadrata quadrata;Keratella quadrata quadrata;148319;Keratella quadrata quadrata;148319;Keratella quadrata quadrata;1
Thermocyclops oithonoides;Thermocyclops oithonoides;149779;Thermocyclops oithonoides;149779;Thermocyclops oithonoides;1
Bosmina (Bosmina);Bosmina (Bosmina);412804;Bosmina (Bosmina);412804;Bosmina (Bosmina);1
Hyperia galba;Hyperia galba;103251;Hyperia galba;103251;Hyperia galba;0
Keratella cochlearis recurvispina;Keratella cochlearis recurvispina;234064;Keratella cochlearis recurvispina;148322;Keratella cochlearis cochlearis;1
Acineta;Acineta;172365;Acineta;172365;Acineta;0
Helicostomella;Helicostomella;172434;Helicostomella;172434;Helicostomella;0
Ceriodaphnia pulchella;Ceriodaphnia pulchella;148395;Ceriodaphnia pulchella;148395;Ceriodaphnia pulchella;1
Filinia;Filinia;134931;Filinia;134931;Filinia;1
487770;Limnocalanus macrurus macrurus;487770;Limnocalanus macrurus macrurus;487770;Limnocalanus macrurus macrurus;1
123219;Asterias;123219;Asterias;123219;Asterias;0
123386;Echinus;123386;Echinus;123386;Echinus;0
107007;Crangon;107007;Crangon;107007;Crangon;0
134937;Brachionus;134937;Brachionus;134937;Brachionus;1
107616;Palaemon serratus;107616;Palaemon serratus;107616;Palaemon serratus;0
107742;Upogebia stellata;107742;Upogebia stellata;107742;Upogebia stellata;0
142062;Leptoplanidae;142062;Leptoplanidae;142062;Leptoplanidae;0
123106;Spatangoida;123106;Spatangoida;123106;Spatangoida;0
142785;Alaurina composita;142785;Alaurina composita;142785;Alaurina composita;0
117452;Corymorpha nutans;117452;Corymorpha nutans;117452;Corymorpha nutans;0
13551;Anthoathecata;13551;Anthoathecata;13551;Anthoathecata;0
793;Platyhelminthes;793;Platyhelminthes;793;Platyhelminthes;0
1131;Isopoda;1131;Isopoda;1131;Isopoda;0
13552;Leptothecata;13552;Leptothecata;13552;Leptothecata;0
234025;Cercopagis (Cercopagis) pengoi;234025;Cercopagis (Cercopagis) pengoi;234025;Cercopagis (Cercopagis) pengoi;0
1082;Cirripedia;1082;Cirripedia;1082;Cirripedia;0
2081;Chaetognatha;2081;Chaetognatha;2081;Chaetognatha;0
106265;Bosmina;106265;Bosmina;106265;Bosmina;1
106413;Cyclopidae;106413;Cyclopidae;106413;Cyclopidae;1
117561;Euphysa aurata;117561;Euphysa aurata;117561;Euphysa aurata;0
1135;Amphipoda;1135;Amphipoda;1135;Amphipoda;0
1207;Gammaridea;1207;Gammaridea;0;;0
152391;Nemertea;152391;Nemertea;152391;Nemertea;0
104685;Paracalanus parvus;104685;Paracalanus parvus;745865;Paracalanus parvus parvus;1
110398;Diastylis;110398;Diastylis;110398;Diastylis;0
117491;Sarsia tubulosa;117491;Sarsia tubulosa;117491;Sarsia tubulosa;0
148360;Daphniidae;148360;Daphniidae;148360;Daphniidae;1
149668;Mysida;149668;Mysida;149668;Mysida;0
104249;Acartia bifilosa;104249;Acartia bifilosa;345919;Acartia (Acanthacartia) bifilosa;1
